"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AC009271.1.8",0,0.450878501611022,0.847,0.682,0,"ASCs","AC009271.1"
"ANGPT1.8",0,0.449198134365999,0.769,0.595,0,"ASCs","ANGPT1"
"SPARCL1.8",0,0.448848819534839,0.886,0.627,0,"ASCs","SPARCL1"
"VCAN.8",0,0.448645035614204,0.331,0.519,0,"ASCs","VCAN"
"ADAMTS12.8",0,0.444320786664499,0.914,0.786,0,"ASCs","ADAMTS12"
"KCNMB2-AS1.8",0,0.444083150714887,0.682,0.48,0,"ASCs","KCNMB2-AS1"
"SEMA3D.8",0,0.431672374490399,0.799,0.706,0,"ASCs","SEMA3D"
"ABTB2.8",0,0.400913891577288,0.656,0.472,0,"ASCs","ABTB2"
"ANO4.8",0,0.398499544594219,0.745,0.505,0,"ASCs","ANO4"
"RCAN2.8",0,0.397268951529795,0.731,0.561,0,"ASCs","RCAN2"
"KCNIP1.8",0,0.385596241033136,0.73,0.463,0,"ASCs","KCNIP1"
"ZEB2.8",0,0.385371885809698,0.935,0.831,0,"ASCs","ZEB2"
"KCND3.8",0,0.373256419007485,0.671,0.447,0,"ASCs","KCND3"
"KCNN3.8",0,0.353729889788908,0.729,0.484,0,"ASCs","KCNN3"
"RERGL.8",0,0.350173965273139,0.704,0.385,0,"ASCs","RERGL"
"PLAT.8",0,0.343557799855502,0.675,0.413,0,"ASCs","PLAT"
"LINC01828.8",0,0.340430270831189,0.695,0.503,0,"ASCs","LINC01828"
"CTNND2.8",0,0.33963223812116,0.716,0.504,0,"ASCs","CTNND2"
"RERG.8",0,0.33533972037407,0.868,0.775,0,"ASCs","RERG"
"SCN7A.8",0,0.335292970414519,0.678,0.487,0,"ASCs","SCN7A"
"NPR3.8",0,0.334510609840979,0.89,0.545,0,"ASCs","NPR3"
"GRIA1.8",0,0.33290640451149,0.868,0.706,0,"ASCs","GRIA1"
"MAMDC2.8",0,0.306097987993508,0.741,0.508,0,"ASCs","MAMDC2"
"AC093425.1.8",0,0.304820930220501,0.285,0.485,0,"ASCs","AC093425.1"
"ZNF804B.8",0,0.29725289917785,0.829,0.358,0,"ASCs","ZNF804B"
"LINC01807.8",0,0.296852328979111,0.596,0.363,0,"ASCs","LINC01807"
"VEGFC.8",0,0.296417557902351,0.887,0.667,0,"ASCs","VEGFC"
"MYOC.8",0,0.291922426029639,0.622,0.271,0,"ASCs","MYOC"
"NTNG1.8",0,0.276556826225548,0.85,0.752,0,"ASCs","NTNG1"
"P3H2.8",0,0.276380943157491,0.843,0.581,0,"ASCs","P3H2"
"TARID.8",0,0.274089520639615,0.677,0.349,0,"ASCs","TARID"
"AC117453.1.8",0,0.252830016027741,0.877,0.544,0,"ASCs","AC117453.1"
"PGM5.8",0,0.250059991474124,0.733,0.605,0,"ASCs","PGM5"
"RAI14.8",0,0.243525674795984,0.706,0.527,0,"ASCs","RAI14"
"EYA4.8",0,0.24021822325505,0.667,0.437,0,"ASCs","EYA4"
"ZNF385D-AS2.8",0,0.223924462862375,0.287,0.205,0,"ASCs","ZNF385D-AS2"
"CACNA1D.8",0,0.221542546698806,0.535,0.227,0,"ASCs","CACNA1D"
"AC022424.2.8",0,0.218610778123562,0.271,0.115,0,"ASCs","AC022424.2"
"AC114316.1.8",0,0.212753143266501,0.787,0.417,0,"ASCs","AC114316.1"
"HGF.8",0,0.207250635999239,0.668,0.365,0,"ASCs","HGF"
"AC124854.1.8",0,0.201984869364307,0.808,0.63,0,"ASCs","AC124854.1"
"NR4A1.8",0,0.201894409623577,0.869,0.668,0,"ASCs","NR4A1"
"AL583785.1.8",0,0.201686571442265,0.845,0.611,0,"ASCs","AL583785.1"
"LINC00924.8",0,0.198992826598835,0.693,0.52,0,"ASCs","LINC00924"
"ADAMTS1.8",0,0.198031769466469,0.642,0.419,0,"ASCs","ADAMTS1"
"AC005323.2.8",0,0.195569493345317,0.792,0.391,0,"ASCs","AC005323.2"
"NRK.8",0,0.192947616521113,0.721,0.477,0,"ASCs","NRK"
"AC024901.1.8",0,0.192557977494483,0.718,0.283,0,"ASCs","AC024901.1"
"VCAN-AS1.8",0,0.175411469484144,0.263,0.163,0,"ASCs","VCAN-AS1"
"RIMS1.8",0,0.172270549832706,0.842,0.401,0,"ASCs","RIMS1"
"TRPC6.8",0,0.171491234003886,0.675,0.34,0,"ASCs","TRPC6"
"LMX1A.8",0,0.171366644884924,0.193,0.208,0,"ASCs","LMX1A"
"MAMDC2-AS1.8",0,0.167620573918365,0.301,0.464,0,"ASCs","MAMDC2-AS1"
"LINC01500.8",0,0.167201583435871,0.593,0.369,0,"ASCs","LINC01500"
"FMO3.8",0,0.16072671514936,0.575,0.155,0,"ASCs","FMO3"
"SOX5-AS1.8",0,0.159066393512756,0.226,0.3,0,"ASCs","SOX5-AS1"
"FN1.8",0,0.153766362494228,0.361,0.529,0,"ASCs","FN1"
"LINC02398.8",0,0.152093021027541,0.759,0.327,0,"ASCs","LINC02398"
"IL1R1.8",0,0.148671093047047,0.711,0.491,0,"ASCs","IL1R1"
"AC021723.2.8",0,0.144931220972842,0.661,0.49,0,"ASCs","AC021723.2"
"LINC01090.8",0,0.143428257881436,0.174,0.302,0,"ASCs","LINC01090"
"RHOBTB3.8",0,0.142337209465378,0.781,0.553,0,"ASCs","RHOBTB3"
"AC007563.2.8",0,0.139433036166724,0.289,0.508,0,"ASCs","AC007563.2"
"HMCN2.8",0,0.139431334015568,0.301,0.352,0,"ASCs","HMCN2"
"LINC01324.8",0,0.134955739442161,0.26,0.15,0,"ASCs","LINC01324"
"CHRM2.8",0,0.130504159983932,0.732,0.339,0,"ASCs","CHRM2"
"PDE7B.8",0,0.125884843510065,0.873,0.601,0,"ASCs","PDE7B"
"ADH1B.8",0,0.125301168356687,0.883,0.715,0,"ASCs","ADH1B"
"ABCB11.8",0,0.122277236030547,0.142,0.258,0,"ASCs","ABCB11"
"AP000829.1.8",0,0.116799526645795,0.834,0.659,0,"ASCs","AP000829.1"
"RIMS2.8",0,0.115964775841937,0.878,0.591,0,"ASCs","RIMS2"
"SYNPR-AS1.8",0,0.112396953874655,0.826,0.233,0,"ASCs","SYNPR-AS1"
"ALDH1A3.8",0,0.10282451059541,0.705,0.542,0,"ASCs","ALDH1A3"
"NTRK3.8",0,0.101953775964091,0.798,0.61,0,"ASCs","NTRK3"
"HMGA2.8",0,0.098909323133332,0.255,0.335,0,"ASCs","HMGA2"
"LINC02227.8",0,0.0983299838347347,0.28,0.252,0,"ASCs","LINC02227"
"AL161717.1.8",0,0.0888632304163194,0.234,0.275,0,"ASCs","AL161717.1"
"CADM3.8",0,0.0874943440513784,0.287,0.384,0,"ASCs","CADM3"
"AC121154.1.8",0,0.0855890406657978,0.27,0.246,0,"ASCs","AC121154.1"
"AC008571.2.8",0,0.0845652049165297,0.57,0.292,0,"ASCs","AC008571.2"
"AC097528.1.8",0,0.0802291539304014,0.335,0.379,0,"ASCs","AC097528.1"
"TYR.8",0,0.0765776037047907,0.181,0.168,0,"ASCs","TYR"
"MEOX2.8",0,0.0749046904488173,0.832,0.659,0,"ASCs","MEOX2"
"AC110992.1.8",0,0.0715615959252066,0.84,0.371,0,"ASCs","AC110992.1"
"AL360015.1.8",0,0.0662212393216795,0.723,0.567,0,"ASCs","AL360015.1"
"NPY1R.8",0,0.0541423966168502,0.904,0.72,0,"ASCs","NPY1R"
"AC004083.1.8",0,0.054122378492103,0.666,0.367,0,"ASCs","AC004083.1"
"GPR39.8",0,0.0507596157793839,0.64,0.295,0,"ASCs","GPR39"
"DIO2.8",0,0.0487562117785847,0.163,0.392,0,"ASCs","DIO2"
"LINC01933.8",0,0.0480096437166844,0.656,0.425,0,"ASCs","LINC01933"
"PPARGC1A.8",0,0.0477901887907532,0.805,0.607,0,"ASCs","PPARGC1A"
"LINC02149.8",0,0.0443339605027531,0.653,0.256,0,"ASCs","LINC02149"
"AC010343.3.8",0,0.0401272043392386,0.595,0.336,0,"ASCs","AC010343.3"
"TLN2.8",0,0.0395259598199247,0.851,0.689,0,"ASCs","TLN2"
"AC091946.1.8",0,0.0386829578083877,0.774,0.521,0,"ASCs","AC091946.1"
"SLC7A2.8",0,0.0385028643748652,0.801,0.557,0,"ASCs","SLC7A2"
"NAA11.8",0,0.0370616437622957,0.22,0.268,0,"ASCs","NAA11"
"AC068413.1.8",0,0.0368036065247651,0.211,0.44,0,"ASCs","AC068413.1"
"TMEM233.8",0,0.0362675224359964,0.169,0.237,0,"ASCs","TMEM233"
"GRIN2A.8",0,0.0362559802630911,0.662,0.464,0,"ASCs","GRIN2A"
"TRHDE.8",0,0.0351130926559056,0.795,0.621,0,"ASCs","TRHDE"
"LINC02306.8",0,0.0315635495974942,0.569,0.241,0,"ASCs","LINC02306"
"PWRN1.8",0,0.0309935090565854,0.632,0.337,0,"ASCs","PWRN1"
"LINC02233.8",0,0.0307241558881591,0.832,0.332,0,"ASCs","LINC02233"
"LRRTM4.8",0,0.0281516152925509,0.719,0.338,0,"ASCs","LRRTM4"
"AC077690.1.8",0,0.0273428953738537,0.679,0.482,0,"ASCs","AC077690.1"
"DCC.8",0,0.0256169244085204,0.634,0.275,0,"ASCs","DCC"
"ZSCAN31.8",0,0.0253122435759665,0.72,0.432,0,"ASCs","ZSCAN31"
"AC037486.1.8",0,0.0245279104194488,0.289,0.385,0,"ASCs","AC037486.1"
"ADCY8.8",0,0.0224705217098477,0.722,0.286,0,"ASCs","ADCY8"
"AL442163.1.8",0,0.0199345942698923,0.53,0.313,0,"ASCs","AL442163.1"
"IL6.8",0,0.0193956133217718,0.633,0.33,0,"ASCs","IL6"
"KEL.8",0,0.0182983551552574,0.099,0.392,0,"ASCs","KEL"
"LINC01456.8",0,0.0173012203052629,0.63,0.307,0,"ASCs","LINC01456"
"AC003991.1.8",0,0.0171206357150898,0.559,0.303,0,"ASCs","AC003991.1"
"CA10.8",0,0.0156887403671312,0.148,0.51,0,"ASCs","CA10"
"AL109829.1.8",0,0.012552290343613,0.734,0.293,0,"ASCs","AL109829.1"
"ITGA8.8",0,0.0122593692708623,0.695,0.46,0,"ASCs","ITGA8"
"AL035665.2.8",0,0.0101965166948033,0.618,0.154,0,"ASCs","AL035665.2"
"CDCA2.8",0,0.00920026633018228,0.638,0.388,0,"ASCs","CDCA2"
"NKAIN3.8",0,0.00867360757701973,0.128,0.331,0,"ASCs","NKAIN3"
"AL356807.1.8",0,0.008334531658786,0.612,0.443,0,"ASCs","AL356807.1"
"TAGLN.8",0,0.00782620784584626,0.863,0.555,0,"ASCs","TAGLN"
"AC012078.2.8",0,0.00693325225812281,0.043,0.16,0,"ASCs","AC012078.2"
"AL590550.1.8",0,0.00659949074624337,0.65,0.217,0,"ASCs","AL590550.1"
"PI15.8",0,0.00622161823791677,0.144,0.072,0,"ASCs","PI15"
"SH3GL3.8",0,0.00503908330964474,0.68,0.471,0,"ASCs","SH3GL3"
"SYNPR.8",0,0.00431141800704123,0.158,0.258,0,"ASCs","SYNPR"
"AC099753.1.8",0,0.00380631838170015,0.421,0.22,0,"ASCs","AC099753.1"
"AL390800.1.8",0,0.0026898150807242,0.812,0.223,0,"ASCs","AL390800.1"
"GALNT15.8",0,0.00208141368433273,0.356,0.582,0,"ASCs","GALNT15"
"AC016766.1.8",0,0.00111298325869027,0.667,0.355,0,"ASCs","AC016766.1"
"CXCL9.8",0,0.000999336499455497,0.029,0.137,0,"ASCs","CXCL9"
"AC020718.1.8",0,0.000610767396552675,0.605,0.159,0,"ASCs","AC020718.1"
"AC090371.2.8",0,0.000324291043191819,0.773,0.15,0,"ASCs","AC090371.2"
"SLCO6A1.8",0,0.000102544681523856,0.122,0.341,0,"ASCs","SLCO6A1"
"ATP6V0D2.8",0,-0.000473478803631928,0.582,0.275,0,"ASCs","ATP6V0D2"
"DSCAM.8",0,-0.00117509195718891,0.594,0.356,0,"ASCs","DSCAM"
"LINC02053.8",0,-0.00221635997107132,0.733,0.335,0,"ASCs","LINC02053"
"AC084114.1.8",0,-0.00230176553745404,0.071,0.224,0,"ASCs","AC084114.1"
"CACNA1E.8",0,-0.00270346292503093,0.732,0.427,0,"ASCs","CACNA1E"
"CSMD1.8",0,-0.00361055093850168,0.246,0.464,0,"ASCs","CSMD1"
"IL1RAPL2.8",0,-0.00374895054017482,0.659,0.395,0,"ASCs","IL1RAPL2"
"AC003666.1.8",0,-0.00396874186393417,0.25,0.417,0,"ASCs","AC003666.1"
"CRTAC1.8",0,-0.00429153667056853,0.71,0.245,0,"ASCs","CRTAC1"
"CDK1.8",0,-0.00547035955861879,0.757,0.17,0,"ASCs","CDK1"
"ADRA1A.8",0,-0.00827809307008623,0.59,0.345,0,"ASCs","ADRA1A"
"LRRC9.8",0,-0.00859077928353094,0.149,0.287,0,"ASCs","LRRC9"
"AC093916.1.8",0,-0.00900834276937356,0.641,0.369,0,"ASCs","AC093916.1"
"CDH19.8",0,-0.00972943733195496,0.407,0.236,0,"ASCs","CDH19"
"APOE.8",0,-0.0102629821869314,0.13,0.387,0,"ASCs","APOE"
"AC012501.2.8",0,-0.0130488848358947,0.316,0.517,0,"ASCs","AC012501.2"
"CCL4L2.8",0,-0.0131971204077051,0.752,0.297,0,"ASCs","CCL4L2"
"DSG1-AS1.8",0,-0.0139660836838974,0.359,0.207,0,"ASCs","DSG1-AS1"
"CDH2.8",0,-0.0140001566639479,0.672,0.37,0,"ASCs","CDH2"
"MACC1.8",0,-0.0143188189435607,0.572,0.333,0,"ASCs","MACC1"
"KIF14.8",0,-0.0153317497961056,0.252,0.378,0,"ASCs","KIF14"
"LINC01208.8",0,-0.0163458757826785,0.639,0.362,0,"ASCs","LINC01208"
"HS6ST2.8",0,-0.0166710154480795,0.625,0.347,0,"ASCs","HS6ST2"
"LINC02853.8",0,-0.0172423384883451,0.729,0.489,0,"ASCs","LINC02853"
"SPHKAP.8",0,-0.0173325463184785,0.101,0.458,0,"ASCs","SPHKAP"
"TOP2A.8",0,-0.0190795290212964,0.073,0.318,0,"ASCs","TOP2A"
"LINC00670.8",0,-0.0197561265322232,0.405,0.178,0,"ASCs","LINC00670"
"ACTG2.8",0,-0.0203180936806711,0.765,0.177,0,"ASCs","ACTG2"
"STEAP4.8",0,-0.0203323388472471,0.764,0.365,0,"ASCs","STEAP4"
"LINC02698.8",0,-0.0205970739309549,0.048,0.281,0,"ASCs","LINC02698"
"CLEC9A.8",0,-0.0232800312694153,0.149,0.424,0,"ASCs","CLEC9A"
"AC069277.1.8",0,-0.0243469746172166,0.218,0.422,0,"ASCs","AC069277.1"
"AC093866.1.8",0,-0.0253620302553817,0.7,0.173,0,"ASCs","AC093866.1"
"MEIKIN.8",0,-0.0257941003501663,0.682,0.253,0,"ASCs","MEIKIN"
"AC073941.1.8",0,-0.0266784561546163,0.067,0.231,0,"ASCs","AC073941.1"
"ZNF536.8",0,-0.0276513783047896,0.316,0.559,0,"ASCs","ZNF536"
"AC090993.1.8",0,-0.0279851828356967,0.152,0.293,0,"ASCs","AC090993.1"
"AL353138.1.8",0,-0.0299684157395318,0.761,0.488,0,"ASCs","AL353138.1"
"OTC.8",0,-0.0301735538882359,0.123,0.453,0,"ASCs","OTC"
"AC005208.1.8",0,-0.0327796550282975,0.236,0.512,0,"ASCs","AC005208.1"
"LINC02725.8",0,-0.0330128799480001,0.112,0.42,0,"ASCs","LINC02725"
"AC026353.1.8",0,-0.0360803017357604,0.13,0.3,0,"ASCs","AC026353.1"
"AL592156.2.8",0,-0.0364861039791794,0.631,0.345,0,"ASCs","AL592156.2"
"CCL18.8",0,-0.0379325978925761,0.267,0.158,0,"ASCs","CCL18"
"AC092979.1.8",0,-0.038284395623836,0.773,0.457,0,"ASCs","AC092979.1"
"LINC00840.8",0,-0.0389863639497593,0.116,0.186,0,"ASCs","LINC00840"
"MYEOV.8",0,-0.0393432265905588,0.662,0.14,0,"ASCs","MYEOV"
"AL365214.2.8",0,-0.0396030288510358,0.291,0.551,0,"ASCs","AL365214.2"
"CHIT1.8",0,-0.0397313004268639,0.045,0.395,0,"ASCs","CHIT1"
"GREB1.8",0,-0.0399432240561346,0.336,0.488,0,"ASCs","GREB1"
"PTCHD4.8",0,-0.0407483281429873,0.704,0.426,0,"ASCs","PTCHD4"
"LINC00970.8",0,-0.0410666061305833,0.178,0.471,0,"ASCs","LINC00970"
"CADM3-AS1.8",0,-0.0415267997145019,0.172,0.243,0,"ASCs","CADM3-AS1"
"PTPRR.8",0,-0.0418157721933455,0.107,0.305,0,"ASCs","PTPRR"
"SMIM36.8",0,-0.041816371665831,0.544,0.198,0,"ASCs","SMIM36"
"COL21A1.8",0,-0.0423647318429976,0.862,0.668,0,"ASCs","COL21A1"
"AC091691.3.8",0,-0.0435581108111807,0.217,0.319,0,"ASCs","AC091691.3"
"AC093912.1.8",0,-0.0448389261749539,0.145,0.314,0,"ASCs","AC093912.1"
"AC099788.1.8",0,-0.0451314125427876,0.712,0.261,0,"ASCs","AC099788.1"
"ASPM.8",0,-0.0452618272480467,0.369,0.584,0,"ASCs","ASPM"
"AC016642.1.8",0,-0.0473059040395758,0.152,0.324,0,"ASCs","AC016642.1"
"AC080132.1.8",0,-0.0479598753004902,0.622,0.272,0,"ASCs","AC080132.1"
"AC099792.1.8",0,-0.0486805703353333,0.643,0.231,0,"ASCs","AC099792.1"
"LRRC3B.8",0,-0.0511595848041434,0.367,0.549,0,"ASCs","LRRC3B"
"AP000812.1.8",0,-0.0513514809653483,0.177,0.492,0,"ASCs","AP000812.1"
"TGFB2.8",0,-0.0517459797512428,0.32,0.492,0,"ASCs","TGFB2"
"IDO1.8",0,-0.0528463107510998,0.167,0.335,0,"ASCs","IDO1"
"CIT.8",0,-0.0530897515341714,0.186,0.497,0,"ASCs","CIT"
"XKR4.8",0,-0.0554210844809633,0.231,0.406,0,"ASCs","XKR4"
"CARD18.8",0,-0.0558867072709634,0.754,0.407,0,"ASCs","CARD18"
"RARRES1.8",0,-0.0558955882690244,0.87,0.53,0,"ASCs","RARRES1"
"STEAP1B.8",0,-0.0582142006401342,0.733,0.452,0,"ASCs","STEAP1B"
"KLRC1.8",0,-0.0590967122379531,0.044,0.232,0,"ASCs","KLRC1"
"LINC02315.8",0,-0.0602391885438449,0.785,0.602,0,"ASCs","LINC02315"
"SLC24A4.8",0,-0.0640742369852556,0.74,0.375,0,"ASCs","SLC24A4"
"SNHG31.8",0,-0.064211291981187,0.195,0.465,0,"ASCs","SNHG31"
"MYO3A.8",0,-0.0650286408830975,0.228,0.335,0,"ASCs","MYO3A"
"AL591506.1.8",0,-0.0665400186318455,0.571,0.28,0,"ASCs","AL591506.1"
"AC092445.1.8",0,-0.0669418968292726,0.168,0.431,0,"ASCs","AC092445.1"
"SLC22A25.8",0,-0.0673746705640099,0.366,0.221,0,"ASCs","SLC22A25"
"MRVI1.8",0,-0.0709881312090985,0.703,0.52,0,"ASCs","MRVI1"
"LINC00922.8",0,-0.0722884678647625,0.233,0.45,0,"ASCs","LINC00922"
"AL357522.1.8",0,-0.0747462169152842,0.663,0.341,0,"ASCs","AL357522.1"
"AJ006995.1.8",0,-0.0753843240837162,0.21,0.378,0,"ASCs","AJ006995.1"
"LINC01748.8",0,-0.0754147887514202,0.076,0.16,0,"ASCs","LINC01748"
"AL512452.1.8",0,-0.0758685959775766,0.272,0.442,0,"ASCs","AL512452.1"
"AL136114.1.8",0,-0.0805079246122179,0.642,0.257,0,"ASCs","AL136114.1"
"BMP6.8",0,-0.080520187690559,0.762,0.603,0,"ASCs","BMP6"
"LINC01876.8",0,-0.0811485620394297,0.852,0.641,0,"ASCs","LINC01876"
"BRINP2.8",0,-0.0817032494568668,0.697,0.27,0,"ASCs","BRINP2"
"LINC01230.8",0,-0.0848520921781384,0.098,0.259,0,"ASCs","LINC01230"
"IL1R2.8",0,-0.0866966967233689,0.182,0.308,0,"ASCs","IL1R2"
"EBF1.8",0,-0.0876617680377834,0.946,0.761,0,"ASCs","EBF1"
"KCNH8.8",0,-0.0881423662238064,0.468,0.196,0,"ASCs","KCNH8"
"STEAP2-AS1.8",0,-0.0883545283593771,0.269,0.478,0,"ASCs","STEAP2-AS1"
"PLA2G7.8",0,-0.0898136802481278,0.178,0.36,0,"ASCs","PLA2G7"
"ZNF804A.8",0,-0.0907503328082954,0.815,0.463,0,"ASCs","ZNF804A"
"CX3CL1.8",0,-0.0914811131212705,0.225,0.327,0,"ASCs","CX3CL1"
"LINC02307.8",0,-0.0958643362168066,0.271,0.504,0,"ASCs","LINC02307"
"CRYAB.8",0,-0.09668557392371,0.193,0.309,0,"ASCs","CRYAB"
"LNX1-AS1.8",0,-0.0985374020932805,0.121,0.333,0,"ASCs","LNX1-AS1"
"GUCY1A1.8",0,-0.0993479066916703,0.797,0.515,0,"ASCs","GUCY1A1"
"LINC00871.8",0,-0.0993600020890128,0.227,0.536,0,"ASCs","LINC00871"
"LINC01239.8",0,-0.100528411619166,0.313,0.527,0,"ASCs","LINC01239"
"AL162493.1.8",0,-0.101145969738976,0.297,0.535,0,"ASCs","AL162493.1"
"MIR3681HG.8",0,-0.102506378191844,0.655,0.346,0,"ASCs","MIR3681HG"
"AIM2.8",0,-0.103695863153234,0.198,0.217,0,"ASCs","AIM2"
"SAMD12-AS1.8",0,-0.104957716920518,0.752,0.418,0,"ASCs","SAMD12-AS1"
"CTSD.8",0,-0.106199105626637,0.312,0.497,0,"ASCs","CTSD"
"JAKMIP2.8",0,-0.110293464877004,0.139,0.3,0,"ASCs","JAKMIP2"
"RGS13.8",0,-0.113542840868856,0.044,0.227,0,"ASCs","RGS13"
"CPEB2-DT.8",0,-0.115106368066638,0.286,0.458,0,"ASCs","CPEB2-DT"
"AC073050.1.8",0,-0.119669211125502,0.333,0.526,0,"ASCs","AC073050.1"
"MAFB.8",0,-0.123085621567034,0.754,0.381,0,"ASCs","MAFB"
"HS3ST2.8",0,-0.125031466240748,0.764,0.351,0,"ASCs","HS3ST2"
"MYOCD.8",0,-0.128368072956865,0.724,0.449,0,"ASCs","MYOCD"
"LINC01340.8",0,-0.130947735344465,0.661,0.376,0,"ASCs","LINC01340"
"RELN.8",0,-0.131038176784345,0.784,0.402,0,"ASCs","RELN"
"FLT4.8",0,-0.132538051107376,0.048,0.308,0,"ASCs","FLT4"
"ADAM12.8",0,-0.133721846284244,0.349,0.466,0,"ASCs","ADAM12"
"STK32B.8",0,-0.134577178156602,0.315,0.489,0,"ASCs","STK32B"
"PLCB4.8",0,-0.13812068849456,0.879,0.742,0,"ASCs","PLCB4"
"NTN4.8",0,-0.144300659620832,0.264,0.501,0,"ASCs","NTN4"
"AC002070.1.8",0,-0.147392593192811,0.243,0.405,0,"ASCs","AC002070.1"
"ABCC3.8",0,-0.147803105919702,0.377,0.533,0,"ASCs","ABCC3"
"SCD.8",0,-0.150036697418708,0.316,0.478,0,"ASCs","SCD"
"GJA5.8",0,-0.15088738560491,0.405,0.622,0,"ASCs","GJA5"
"RAMP3.8",0,-0.150958602927483,0.041,0.336,0,"ASCs","RAMP3"
"PCDH17.8",0,-0.151117504595567,0.202,0.551,0,"ASCs","PCDH17"
"AC016924.1.8",0,-0.153593981876431,0.389,0.604,0,"ASCs","AC016924.1"
"ALPK3.8",0,-0.157250258786861,0.243,0.409,0,"ASCs","ALPK3"
"PLTP.8",0,-0.159080217833804,0.288,0.406,0,"ASCs","PLTP"
"IL1RAPL1.8",0,-0.161285717415178,0.319,0.517,0,"ASCs","IL1RAPL1"
"C5orf64.8",0,-0.163290432877694,0.298,0.509,0,"ASCs","C5orf64"
"S100A10.8",0,-0.163912520663735,0.265,0.469,0,"ASCs","S100A10"
"SV2B.8",0,-0.166123322134001,0.147,0.422,0,"ASCs","SV2B"
"AL359220.1.8",0,-0.167358366059682,0.247,0.451,0,"ASCs","AL359220.1"
"LINC01133.8",0,-0.173955192457091,0.363,0.552,0,"ASCs","LINC01133"
"RNF152.8",0,-0.174211190081416,0.745,0.455,0,"ASCs","RNF152"
"GATA2.8",0,-0.179839293620904,0.087,0.326,0,"ASCs","GATA2"
"GNGT1.8",0,-0.183466785221769,0.241,0.503,0,"ASCs","GNGT1"
"CA8.8",0,-0.183868655112441,0.124,0.394,0,"ASCs","CA8"
"RPS17.8",0,-0.184794091955338,0.234,0.471,0,"ASCs","RPS17"
"C8orf34.8",0,-0.189612083761023,0.844,0.634,0,"ASCs","C8orf34"
"STK17B.8",0,-0.19741311137146,0.886,0.434,0,"ASCs","STK17B"
"LY86-AS1.8",0,-0.201083819961334,0.19,0.488,0,"ASCs","LY86-AS1"
"GRB14.8",0,-0.2017149855133,0.278,0.404,0,"ASCs","GRB14"
"IGFBP5.8",0,-0.20226287559381,0.273,0.684,0,"ASCs","IGFBP5"
"IGSF21.8",0,-0.205120348758833,0.204,0.485,0,"ASCs","IGSF21"
"AC244502.1.8",0,-0.215219046532619,0.312,0.544,0,"ASCs","AC244502.1"
"LINC00504.8",0,-0.215772909716192,0.288,0.509,0,"ASCs","LINC00504"
"AKR1C1.8",0,-0.220269632759474,0.189,0.347,0,"ASCs","AKR1C1"
"TMEM51.8",0,-0.220542946995726,0.246,0.414,0,"ASCs","TMEM51"
"CFAP299.8",0,-0.2267916151366,0.311,0.473,0,"ASCs","CFAP299"
"SLC22A3.8",0,-0.22934859618083,0.414,0.498,0,"ASCs","SLC22A3"
"LINC01572.8",0,-0.233041356440736,0.302,0.563,0,"ASCs","LINC01572"
"AC008780.1.8",0,-0.233726094651734,0.147,0.478,0,"ASCs","AC008780.1"
"PRG4.8",0,-0.233992348868986,0.234,0.504,0,"ASCs","PRG4"
"SAA1.8",0,-0.239820447930559,0.266,0.495,0,"ASCs","SAA1"
"RPL15.8",0,-0.247200131655686,0.245,0.495,0,"ASCs","RPL15"
"NPNT.8",0,-0.249427711949795,0.888,0.654,0,"ASCs","NPNT"
"EPHB1.8",0,-0.254727977887776,0.341,0.522,0,"ASCs","EPHB1"
"CTSC.8",0,-0.259998752178437,0.83,0.545,0,"ASCs","CTSC"
"ST8SIA6.8",0,-0.260148105649057,0.146,0.417,0,"ASCs","ST8SIA6"
"TMEM232.8",0,-0.260878149740756,0.356,0.534,0,"ASCs","TMEM232"
"LINC01695.8",0,-0.264768817420446,0.604,0.381,0,"ASCs","LINC01695"
"RGCC.8",0,-0.26803151435791,0.837,0.383,0,"ASCs","RGCC"
"ELOVL7.8",0,-0.276428340678222,0.264,0.538,0,"ASCs","ELOVL7"
"KIT.8",0,-0.27669655483029,0.172,0.393,0,"ASCs","KIT"
"GAS1.8",0,-0.282859489564471,0.257,0.573,0,"ASCs","GAS1"
"PCK1.8",0,-0.283758191567225,0.269,0.629,0,"ASCs","PCK1"
"FTL.8",0,-0.284775319700643,0.309,0.545,0,"ASCs","FTL"
"RPS4X.8",0,-0.291590645196709,0.274,0.528,0,"ASCs","RPS4X"
"TENM3-AS1.8",0,-0.294750815577311,0.222,0.514,0,"ASCs","TENM3-AS1"
"AL590867.1.8",0,-0.299387339559931,0.211,0.381,0,"ASCs","AL590867.1"
"GJA1.8",0,-0.301748694312068,0.364,0.639,0,"ASCs","GJA1"
"SOX5.8",0,-0.302648518957344,0.924,0.694,0,"ASCs","SOX5"
"RPS27A.8",0,-0.309315779832695,0.269,0.591,0,"ASCs","RPS27A"
"TGM1.8",0,-0.310826578230001,0.366,0.584,0,"ASCs","TGM1"
"DPP4.8",0,-0.31272192872977,0.4,0.626,0,"ASCs","DPP4"
"LHCGR.8",0,-0.313147816576426,0.218,0.412,0,"ASCs","LHCGR"
"ADIPOQ-AS1.8",0,-0.31650207939554,0.103,0.42,0,"ASCs","ADIPOQ-AS1"
"GRIN2B.8",0,-0.320886807190588,0.351,0.627,0,"ASCs","GRIN2B"
