"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TBC1D8.1",7.48747983068913e-109,0.483670092796471,0.711,0.509,1.49749596613783e-105,"Macrophage","TBC1D8"
"CDH6.1",6.09486657413063e-108,-0.383450842348707,0.817,0.467,1.21897331482613e-104,"Macrophage","CDH6"
"CYYR1.1",8.28616587752278e-108,-0.658426095654105,0.673,0.405,1.65723317550456e-104,"Macrophage","CYYR1"
"STEAP1B.1",2.05769591865355e-107,-0.18212131833955,0.431,0.513,4.11539183730711e-104,"Macrophage","STEAP1B"
"CNTNAP2.1",2.70316640803299e-107,-0.176857848060717,0.352,0.471,5.40633281606599e-104,"Macrophage","CNTNAP2"
"AC002460.2.1",2.79621046551511e-107,-0.153813572159038,0.734,0.532,5.59242093103022e-104,"Macrophage","AC002460.2"
"AC117473.1.1",3.83861517587505e-107,-0.0283260455488937,0.061,0.38,7.67723035175009e-104,"Macrophage","AC117473.1"
"SELE.1",4.49166931818979e-107,-0.00958675440817601,0.264,0.217,8.98333863637959e-104,"Macrophage","SELE"
"SPRR2F.1",5.29053660608202e-107,-0.00415179401582736,0.006,0.101,1.0581073212164e-103,"Macrophage","SPRR2F"
"AL357507.1.1",7.85600196124024e-107,-0.471353971665905,0.051,0.413,1.57120039224805e-103,"Macrophage","AL357507.1"
"AL589693.1.1",1.31271113165734e-106,-0.848967779202511,0.118,0.404,2.62542226331469e-103,"Macrophage","AL589693.1"
"LINC02615.1",2.15520715228522e-106,-1.06068813763918,0.716,0.597,4.31041430457044e-103,"Macrophage","LINC02615"
"AC093801.1.1",3.2285331746757e-106,-0.13970880813471,0.154,0.257,6.4570663493514e-103,"Macrophage","AC093801.1"
"FN1.1",3.63205996900273e-106,-0.297578311514126,0.416,0.505,7.26411993800546e-103,"Macrophage","FN1"
"RGS21.1",7.6648536375437e-106,-0.00802402056912565,0.05,0.126,1.53297072750874e-102,"Macrophage","RGS21"
"AC009411.2.1",1.1667576320929e-105,-0.0065632945828472,0.256,0.244,2.33351526418579e-102,"Macrophage","AC009411.2"
"VAV3.1",5.08074674377388e-105,0.894622825461117,0.599,0.352,1.01614934875478e-101,"Macrophage","VAV3"
"GALNT17.1",5.81255624856313e-105,-0.455823288506483,0.2,0.446,1.16251124971263e-101,"Macrophage","GALNT17"
"AC027288.3.1",6.33189999671866e-105,-0.783249596764602,0.664,0.62,1.26637999934373e-101,"Macrophage","AC027288.3"
"GYG2.1",1.43122152860018e-104,-1.86716462748994,0.609,0.578,2.86244305720036e-101,"Macrophage","GYG2"
"TPT1.1",2.11756672923147e-104,-0.376575605337696,0.441,0.509,4.23513345846294e-101,"Macrophage","TPT1"
"AC008957.2.1",9.9020219113629e-104,0.153931231908935,0.257,0.22,1.98040438227258e-100,"Macrophage","AC008957.2"
"SNTG2.1",2.4944437940982e-103,-0.838387212775167,0.329,0.507,4.98888758819639e-100,"Macrophage","SNTG2"
"POT1-AS1.1",3.10867133983868e-103,-0.189586370715248,0.685,0.454,6.21734267967736e-100,"Macrophage","POT1-AS1"
"SLC30A10.1",4.78244141974388e-103,-0.0121917743207215,0.129,0.276,9.56488283948777e-100,"Macrophage","SLC30A10"
"ACTA2.1",5.22897978353599e-103,-0.458935429023966,0.252,0.46,1.0457959567072e-99,"Macrophage","ACTA2"
"LMOD1.1",5.31284611201607e-103,-0.709752538648029,0.831,0.605,1.06256922240321e-99,"Macrophage","LMOD1"
"MT2A.1",6.1252335173919e-103,-0.475791457420338,0.513,0.569,1.22504670347838e-99,"Macrophage","MT2A"
"CLEC1A.1",8.13744874920767e-103,-0.205492332913784,0.388,0.39,1.62748974984153e-99,"Macrophage","CLEC1A"
"GRID2.1",2.80544884230468e-102,-0.090682462623273,0.149,0.43,5.61089768460937e-99,"Macrophage","GRID2"
"CADM2.1",3.88807590460944e-102,-1.50940368044153,0.388,0.46,7.77615180921887e-99,"Macrophage","CADM2"
"AC004784.1.1",5.48479576207935e-102,-0.104108487611038,0.517,0.348,1.09695915241587e-98,"Macrophage","AC004784.1"
"VKORC1L1.1",8.30853289806609e-102,-1.15163655869658,0.47,0.525,1.66170657961322e-98,"Macrophage","VKORC1L1"
"Z93403.1.1",2.33455078929396e-101,-0.0166997348076539,0.387,0.251,4.66910157858792e-98,"Macrophage","Z93403.1"
"PCAT1.1",3.7119494642234e-101,-1.12652266290825,0.568,0.568,7.42389892844679e-98,"Macrophage","PCAT1"
"PPP1R16B.1",6.18028643883089e-101,-0.880680654336971,0.745,0.435,1.23605728776618e-97,"Macrophage","PPP1R16B"
"DKK2.1",7.31258537517111e-101,-0.224872931237677,0.117,0.406,1.46251707503422e-97,"Macrophage","DKK2"
"HMOX1.1",9.87718466638887e-101,0.593931447447615,0.336,0.252,1.97543693327777e-97,"Macrophage","HMOX1"
"SLC7A10.1",1.20332471784134e-100,-0.368813067461475,0.346,0.453,2.40664943568269e-97,"Macrophage","SLC7A10"
"CYP7B1.1",1.07693181886693e-99,-0.930924830240738,0.696,0.584,2.15386363773387e-96,"Macrophage","CYP7B1"
"LNCAROD.1",1.12274155778008e-99,0.382399431442787,0.549,0.207,2.24548311556017e-96,"Macrophage","LNCAROD"
"BMPR1B.1",1.20017554477421e-99,-0.496585074175958,0.523,0.56,2.40035108954843e-96,"Macrophage","BMPR1B"
"EGR3.1",2.80380346057215e-99,-0.0893590768697437,0.393,0.507,5.6076069211443e-96,"Macrophage","EGR3"
"SLC38A11.1",2.92763159935442e-99,-0.124979824955617,0.063,0.23,5.85526319870883e-96,"Macrophage","SLC38A11"
"CPM.1",8.37911274638587e-99,0.73728407089301,0.694,0.691,1.67582254927718e-95,"Macrophage","CPM"
"MGST1.1",1.86610701040185e-98,-2.56440818155583,0.545,0.558,3.73221402080371e-95,"Macrophage","MGST1"
"PCDH9-AS2.1",2.98710115734084e-98,-0.302379573576777,0.127,0.362,5.97420231468168e-95,"Macrophage","PCDH9-AS2"
"SHANK2.1",4.25848422038827e-98,-0.353169200578123,0.479,0.53,8.51696844077653e-95,"Macrophage","SHANK2"
"LINC01091.1",4.98685667240269e-98,-0.333606737992127,0.434,0.514,9.97371334480538e-95,"Macrophage","LINC01091"
"PSG8.1",6.44580339499945e-98,-0.0830053801151105,0.081,0.216,1.28916067899989e-94,"Macrophage","PSG8"
"ST6GALNAC5.1",1.13787153851763e-97,-0.202370392016974,0.344,0.502,2.27574307703526e-94,"Macrophage","ST6GALNAC5"
"AC087379.2.1",1.46031695842121e-97,-0.00362037953418664,0.026,0.131,2.92063391684242e-94,"Macrophage","AC087379.2"
"P2RY8.1",1.81755049304359e-97,-0.011198219276088,0.612,0.363,3.63510098608718e-94,"Macrophage","P2RY8"
"ADGRL3.1",2.12926543729471e-97,0.00205528057152893,0.245,0.276,4.25853087458942e-94,"Macrophage","ADGRL3"
"AC105411.1.1",2.70954309690428e-97,-0.0664760434588584,0.688,0.438,5.41908619380855e-94,"Macrophage","AC105411.1"
"GFPT2.1",8.03985273383046e-97,-1.43991705602375,0.805,0.649,1.60797054676609e-93,"Macrophage","GFPT2"
"DIO2-AS1.1",9.24974404626982e-97,-0.0260659551897065,0.118,0.284,1.84994880925396e-93,"Macrophage","DIO2-AS1"
"AC012078.2.1",9.30777502473925e-97,-0.00381122726228988,0.005,0.151,1.86155500494785e-93,"Macrophage","AC012078.2"
"SLC18A2.1",1.16584429678528e-96,-0.0405295715781115,0.403,0.258,2.33168859357057e-93,"Macrophage","SLC18A2"
"ITGA8.1",2.15500254334774e-96,-0.210772442991232,0.783,0.477,4.31000508669548e-93,"Macrophage","ITGA8"
"AC012668.3.1",2.67161632237028e-96,0.000607311479497455,0.314,0.479,5.34323264474055e-93,"Macrophage","AC012668.3"
"CD96.1",2.72393909828964e-96,-0.82018071637711,0.623,0.354,5.44787819657927e-93,"Macrophage","CD96"
"TRDN-AS1.1",3.01854221119721e-96,-0.0435599570740263,0.041,0.299,6.03708442239442e-93,"Macrophage","TRDN-AS1"
"CCDC80.1",3.54228842367185e-96,-1.39958301198753,0.534,0.561,7.0845768473437e-93,"Macrophage","CCDC80"
"NDST3.1",5.42570243349481e-96,-0.00864312063697673,0.342,0.234,1.08514048669896e-92,"Macrophage","NDST3"
"ABCA9-AS1.1",1.78796898658133e-95,0.0311245764925741,0.344,0.405,3.57593797316265e-92,"Macrophage","ABCA9-AS1"
"AC073114.1.1",2.43904761559253e-95,-0.285411477810554,0.816,0.51,4.87809523118506e-92,"Macrophage","AC073114.1"
"GALNT13.1",3.91741756946454e-95,-0.640622748870621,0.725,0.596,7.83483513892908e-92,"Macrophage","GALNT13"
"ADAMTS19.1",5.50599932072198e-95,-0.0518496965840139,0.335,0.253,1.1011998641444e-91,"Macrophage","ADAMTS19"
"A2M.1",1.14365600434488e-94,0.278117290328126,0.613,0.407,2.28731200868975e-91,"Macrophage","A2M"
"SGCZ.1",1.45752364203887e-94,-1.03144026514485,0.755,0.671,2.91504728407774e-91,"Macrophage","SGCZ"
"CDH2.1",2.54052394164564e-94,-0.0585752428598792,0.508,0.419,5.08104788329127e-91,"Macrophage","CDH2"
"DMXL2.1",3.2344610237978e-94,1.18510016263947,0.615,0.571,6.46892204759561e-91,"Macrophage","DMXL2"
"CLDN5.1",3.62188459635656e-94,-0.311253275501213,0.349,0.453,7.24376919271312e-91,"Macrophage","CLDN5"
"AC009501.3.1",7.10457541879608e-94,-0.209321630479469,0.218,0.35,1.42091508375922e-90,"Macrophage","AC009501.3"
"FTH1.1",7.6680542966555e-94,0.208574090701694,0.384,0.418,1.5336108593311e-90,"Macrophage","FTH1"
"IL18R1.1",8.42722909343484e-94,-0.343480732748616,0.715,0.468,1.68544581868697e-90,"Macrophage","IL18R1"
"AL592156.2.1",1.42905348355689e-93,-0.0706916825555878,0.204,0.419,2.85810696711377e-90,"Macrophage","AL592156.2"
"MLXIPL.1",3.00038364671698e-93,-0.891046906009856,0.358,0.525,6.00076729343396e-90,"Macrophage","MLXIPL"
"RIPOR2.1",6.83032862128256e-93,-1.04769854273584,0.788,0.486,1.36606572425651e-89,"Macrophage","RIPOR2"
"CHI3L1.1",8.72718818272213e-93,-0.00642693474189766,0.235,0.263,1.74543763654443e-89,"Macrophage","CHI3L1"
"TOX.1",1.23785925490112e-92,-0.890701007639979,0.624,0.371,2.47571850980225e-89,"Macrophage","TOX"
"FAM227B.1",3.47914013205126e-92,-0.378047340831107,0.234,0.387,6.95828026410253e-89,"Macrophage","FAM227B"
"VIT.1",3.70119814633995e-92,-0.282783056524978,0.439,0.328,7.4023962926799e-89,"Macrophage","VIT"
"PRICKLE1.1",1.42615380591826e-91,-1.40710572140566,0.795,0.609,2.85230761183653e-88,"Macrophage","PRICKLE1"
"LINC01133.1",2.1508032443219e-91,-0.477734934031394,0.415,0.526,4.30160648864379e-88,"Macrophage","LINC01133"
"ANGPTL4.1",3.9212759167211e-91,-0.43695660923889,0.527,0.563,7.84255183344221e-88,"Macrophage","ANGPTL4"
"LINC01456.1",5.5569884851513e-91,-0.0072531319130304,0.174,0.389,1.11139769703026e-87,"Macrophage","LINC01456"
"LGR4.1",9.52584504439714e-91,-0.566890799880457,0.504,0.596,1.90516900887943e-87,"Macrophage","LGR4"
"RPL41.1",7.09315291650347e-90,-0.638227939865914,0.527,0.561,1.41863058330069e-86,"Macrophage","RPL41"
"CCDC85A.1",1.02245989661986e-89,-1.05202536349983,0.88,0.616,2.04491979323973e-86,"Macrophage","CCDC85A"
"TYR.1",1.3414043571001e-89,-0.0413343140960951,0.047,0.183,2.6828087142002e-86,"Macrophage","TYR"
"MYRIP.1",1.73800103726798e-89,-0.804579551272244,0.162,0.352,3.47600207453597e-86,"Macrophage","MYRIP"
"AC069277.1.1",1.95170557836604e-89,0.107380119896075,0.354,0.386,3.90341115673208e-86,"Macrophage","AC069277.1"
"AC110023.1.1",1.9714380746265e-89,-0.0894245691907742,0.333,0.476,3.94287614925299e-86,"Macrophage","AC110023.1"
"AP000676.5.1",4.2083633987387e-89,-0.121991642867392,0.615,0.442,8.4167267974774e-86,"Macrophage","AP000676.5"
"AC064834.1.1",4.3652049316763e-89,-0.0274965785916451,0.229,0.22,8.7304098633526e-86,"Macrophage","AC064834.1"
"NLRP3.1",5.17537872361685e-89,0.894673649492957,0.563,0.283,1.03507574472337e-85,"Macrophage","NLRP3"
"KEL.1",6.95546982432664e-89,0.051845776804685,0.48,0.321,1.39109396486533e-85,"Macrophage","KEL"
"CACNA1C.1",7.36804872061638e-89,-1.50583814136909,0.51,0.528,1.47360974412328e-85,"Macrophage","CACNA1C"
"PARM1.1",1.04323989726731e-88,-0.290466525864019,0.682,0.603,2.08647979453462e-85,"Macrophage","PARM1"
"POSTN.1",2.82851325862873e-88,-0.367046254500607,0.587,0.56,5.65702651725746e-85,"Macrophage","POSTN"
"DNER.1",3.59257666230243e-88,-0.23183732003375,0.282,0.45,7.18515332460487e-85,"Macrophage","DNER"
"LNX1.1",5.15447485871613e-88,-0.39680294548917,0.767,0.45,1.03089497174323e-84,"Macrophage","LNX1"
"THBS1.1",6.48130145571992e-88,-0.419755824548259,0.309,0.483,1.29626029114398e-84,"Macrophage","THBS1"
"EHF.1",1.39414262639643e-87,-0.00542593466748731,0.268,0.222,2.78828525279286e-84,"Macrophage","EHF"
"DACH1.1",1.85208790899272e-87,0.098799766660663,0.756,0.622,3.70417581798544e-84,"Macrophage","DACH1"
"MMRN1.1",2.45153166249202e-87,-0.378038755287954,0.192,0.39,4.90306332498404e-84,"Macrophage","MMRN1"
"AC090371.2.1",8.52046878668263e-87,-0.0137230562065739,0.049,0.292,1.70409375733653e-83,"Macrophage","AC090371.2"
"PTCHD4.1",8.75425599073104e-87,-0.182609341542978,0.296,0.498,1.75085119814621e-83,"Macrophage","PTCHD4"
"KCND2.1",1.76723954883427e-86,-1.62863467225102,0.641,0.568,3.53447909766854e-83,"Macrophage","KCND2"
"RPL11.1",2.14140487055371e-86,-0.390805797218297,0.386,0.501,4.28280974110743e-83,"Macrophage","RPL11"
"GRIN2A.1",4.16200891219143e-86,-0.171424438836777,0.721,0.479,8.32401782438286e-83,"Macrophage","GRIN2A"
"PGM5.1",7.61697962854638e-86,-0.16387832551759,0.526,0.64,1.52339592570928e-82,"Macrophage","PGM5"
"AC073941.1.1",8.45578274095861e-86,-0.0237491401163741,0.145,0.206,1.69115654819172e-82,"Macrophage","AC073941.1"
"IQGAP3.1",2.24103571749786e-85,0.0205807816936487,0.539,0.413,4.48207143499573e-82,"Macrophage","IQGAP3"
"EYS.1",2.93084543167566e-85,-0.271512878983284,0.311,0.416,5.86169086335131e-82,"Macrophage","EYS"
"ADIPOQ-AS1.1",4.51451204754903e-85,-0.285051500070282,0.556,0.339,9.02902409509806e-82,"Macrophage","ADIPOQ-AS1"
"SAA1.1",5.595755549771e-85,-0.216323551597968,0.689,0.427,1.1191511099542e-81,"Macrophage","SAA1"
"SCEL.1",8.28454734104733e-85,-0.320149425487443,0.432,0.548,1.65690946820947e-81,"Macrophage","SCEL"
"AL499616.1.1",2.41033810896406e-84,-0.0497595010563063,0.242,0.227,4.82067621792812e-81,"Macrophage","AL499616.1"
"SYNPO2.1",3.24869845976347e-84,-1.03370012569774,0.807,0.621,6.49739691952694e-81,"Macrophage","SYNPO2"
"ITGA7.1",4.14346938042145e-84,-1.10067577682616,0.557,0.604,8.2869387608429e-81,"Macrophage","ITGA7"
"CCL3.1",4.25738267294886e-84,0.289120936975553,0.384,0.328,8.51476534589773e-81,"Macrophage","CCL3"
"PLAT.1",5.5376120129011e-84,-0.356711165340471,0.288,0.481,1.10752240258022e-80,"Macrophage","PLAT"
"CLVS1.1",7.64575654541198e-84,-0.122989755823303,0.406,0.294,1.5291513090824e-80,"Macrophage","CLVS1"
"AL138828.1.1",1.38792811283573e-83,-0.163187303873077,0.316,0.412,2.77585622567147e-80,"Macrophage","AL138828.1"
"PEX5L.1",4.62343924292393e-83,-0.599418050734762,0.52,0.565,9.24687848584786e-80,"Macrophage","PEX5L"
"LINC02790.1",5.79178955335763e-83,-0.231900146872919,0.458,0.499,1.15835791067153e-79,"Macrophage","LINC02790"
"RPS3.1",1.61991395776831e-82,-0.289352828224381,0.378,0.458,3.23982791553663e-79,"Macrophage","RPS3"
"TP63.1",3.32911485376272e-82,-0.196402996176431,0.694,0.429,6.65822970752544e-79,"Macrophage","TP63"
"AL356124.1.1",3.40920997245992e-82,0.887347865502576,0.621,0.536,6.81841994491985e-79,"Macrophage","AL356124.1"
"TCTEX1D2.1",5.80580695333168e-82,-0.0465467140194265,0.263,0.409,1.16116139066634e-78,"Macrophage","TCTEX1D2"
"RPL13.1",9.36864733365446e-82,-0.631277521234198,0.697,0.6,1.87372946673089e-78,"Macrophage","RPL13"
"AC009623.1.1",1.5672080601392e-81,-0.199327537006648,0.316,0.436,3.13441612027841e-78,"Macrophage","AC009623.1"
"RPS2.1",1.65958738004268e-81,-0.384417396773045,0.375,0.498,3.31917476008537e-78,"Macrophage","RPS2"
"VCAN.1",2.70449206624457e-81,-0.26155149244834,0.374,0.494,5.40898413248914e-78,"Macrophage","VCAN"
"TIMP1.1",2.01472227174519e-80,-0.285943498255772,0.409,0.45,4.02944454349037e-77,"Macrophage","TIMP1"
"CPEB2-DT.1",5.18234352930956e-80,-0.144734176632075,0.241,0.444,1.03646870586191e-76,"Macrophage","CPEB2-DT"
"SLPI.1",1.58517596477391e-79,-0.0649283079279619,0.317,0.43,3.17035192954783e-76,"Macrophage","SLPI"
"DGKG.1",1.95510748428628e-79,0.227822172025905,0.572,0.405,3.91021496857255e-76,"Macrophage","DGKG"
"FRMPD4.1",1.99770369357379e-79,-0.798453517670692,0.712,0.647,3.99540738714757e-76,"Macrophage","FRMPD4"
"AC007529.2.1",4.13407501783769e-79,-1.06421263953507,0.569,0.553,8.26815003567538e-76,"Macrophage","AC007529.2"
"EDNRA.1",7.10422728252603e-79,-0.310095417765906,0.787,0.478,1.42084545650521e-75,"Macrophage","EDNRA"
"DCDC2C.1",7.53435096797887e-79,-0.0426590839487278,0.292,0.408,1.50687019359577e-75,"Macrophage","DCDC2C"
"CAV2.1",8.06914624309989e-79,-0.942502301387085,0.473,0.536,1.61382924861998e-75,"Macrophage","CAV2"
"CPNE4.1",8.87391884884156e-79,0.0847264785869826,0.521,0.307,1.77478376976831e-75,"Macrophage","CPNE4"
"AC011287.1.1",9.22207845814057e-79,-0.0948603657855629,0.273,0.347,1.84441569162811e-75,"Macrophage","AC011287.1"
"AC003991.1.1",9.24194676098954e-79,-0.143510510514341,0.443,0.342,1.84838935219791e-75,"Macrophage","AC003991.1"
"ARHGEF6.1",1.46278257344338e-78,0.161927417937263,0.732,0.533,2.92556514688676e-75,"Macrophage","ARHGEF6"
"CCL21.1",1.68545483467338e-78,-0.0481610262506021,0.007,0.178,3.37090966934676e-75,"Macrophage","CCL21"
"SGIP1.1",2.73931289964703e-78,-0.384633436756659,0.306,0.494,5.47862579929405e-75,"Macrophage","SGIP1"
"AL160272.1.1",3.60431715391258e-78,1.14961195199446,0.616,0.508,7.20863430782515e-75,"Macrophage","AL160272.1"
"RNF217-AS1.1",5.98886395868619e-78,0.0847292414168241,0.524,0.622,1.19777279173724e-74,"Macrophage","RNF217-AS1"
"APOD.1",1.88127513185202e-77,-0.232492978824549,0.252,0.419,3.76255026370403e-74,"Macrophage","APOD"
"AL445250.1.1",4.68889946519338e-77,-0.398697331206638,0.531,0.533,9.37779893038676e-74,"Macrophage","AL445250.1"
"NOX4.1",6.70456733013217e-77,-0.632433854794127,0.738,0.411,1.34091346602643e-73,"Macrophage","NOX4"
"AC079793.1.1",8.81274594685801e-77,0.247201222584755,0.37,0.369,1.7625491893716e-73,"Macrophage","AC079793.1"
"AC073050.1.1",9.06782932611418e-77,-0.21358054639828,0.369,0.502,1.81356586522284e-73,"Macrophage","AC073050.1"
"ST18.1",1.39448927919289e-76,0.239089786170896,0.496,0.242,2.78897855838578e-73,"Macrophage","ST18"
"H2AFY2.1",2.50021502761845e-76,-0.245516432755622,0.608,0.418,5.0004300552369e-73,"Macrophage","H2AFY2"
"FLT4.1",3.69386125554289e-76,-0.114521011004442,0.306,0.253,7.38772251108577e-73,"Macrophage","FLT4"
"PLCXD3.1",6.20132917429305e-76,-0.647017098720376,0.461,0.533,1.24026583485861e-72,"Macrophage","PLCXD3"
"STAT4.1",1.15328066448085e-75,-0.600012918775511,0.665,0.467,2.3065613289617e-72,"Macrophage","STAT4"
"AC099792.1.1",1.1640496073805e-75,-0.0872779670845176,0.011,0.341,2.32809921476099e-72,"Macrophage","AC099792.1"
"AL359232.1.1",3.38446460405918e-75,-0.278407312086808,0.514,0.551,6.76892920811835e-72,"Macrophage","AL359232.1"
"PKD1L1.1",7.48064920568955e-75,-0.110329139369031,0.582,0.421,1.49612984113791e-71,"Macrophage","PKD1L1"
"AC016642.1.1",1.77620546694504e-74,-0.0367023091456248,0.093,0.311,3.55241093389008e-71,"Macrophage","AC016642.1"
"LINC00632.1",2.65026045758222e-74,-0.61620442982952,0.334,0.485,5.30052091516445e-71,"Macrophage","LINC00632"
"LHCGR.1",3.86574360961982e-74,-0.480465020772062,0.514,0.361,7.73148721923965e-71,"Macrophage","LHCGR"
"AP005203.1.1",5.82051155410997e-74,-0.056545040960653,0.4,0.316,1.16410231082199e-70,"Macrophage","AP005203.1"
"AC011586.1.1",6.6171352956821e-74,-0.018825511864943,0.293,0.172,1.32342705913642e-70,"Macrophage","AC011586.1"
"MUSK.1",9.84634314895803e-74,-0.0360892761178607,0.2,0.33,1.96926862979161e-70,"Macrophage","MUSK"
"AC007319.1.1",1.26252264086263e-73,0.165640870402978,0.855,0.639,2.52504528172526e-70,"Macrophage","AC007319.1"
"DPP10.1",1.39993913992446e-73,-0.497708093091108,0.413,0.525,2.79987827984892e-70,"Macrophage","DPP10"
"AC018616.1.1",1.43361122554616e-73,-0.333958025204465,0.457,0.313,2.86722245109231e-70,"Macrophage","AC018616.1"
"IL1RAPL1.1",2.44686278312922e-73,-0.441070616186938,0.46,0.481,4.89372556625843e-70,"Macrophage","IL1RAPL1"
"AC021504.1.1",4.03567580276414e-73,-0.130376449284056,0.695,0.584,8.07135160552827e-70,"Macrophage","AC021504.1"
"AC107419.1.1",4.76480385930711e-73,-0.0350974392239398,0.256,0.276,9.52960771861421e-70,"Macrophage","AC107419.1"
"TMEM196.1",5.55728613053847e-73,-0.00754089113299041,0.135,0.179,1.11145722610769e-69,"Macrophage","TMEM196"
"AC011029.1.1",6.64544387502367e-73,-0.00307404777115113,0.411,0.254,1.32908877500473e-69,"Macrophage","AC011029.1"
"RNF150.1",1.05863040417072e-72,0.488208346358889,0.771,0.743,2.11726080834145e-69,"Macrophage","RNF150"
"AQP9.1",1.5452096565527e-72,-0.097104649640314,0.298,0.422,3.09041931310539e-69,"Macrophage","AQP9"
"AC243829.2.1",1.68112945202563e-72,-0.063543475346523,0.032,0.268,3.36225890405125e-69,"Macrophage","AC243829.2"
"TFEC.1",4.67666769768948e-72,1.17710746198454,0.574,0.432,9.35333539537897e-69,"Macrophage","TFEC"
"AC105094.2.1",4.5998179480667e-71,-0.0305614759217193,0.408,0.495,9.19963589613341e-68,"Macrophage","AC105094.2"
"CASC19.1",5.25361542835921e-71,-0.20658225015862,0.515,0.391,1.05072308567184e-67,"Macrophage","CASC19"
"COLEC10.1",5.46869323446085e-71,-0.0328896061229509,0.307,0.311,1.09373864689217e-67,"Macrophage","COLEC10"
"TMEM164.1",6.38600009245246e-71,-0.180378646200514,0.514,0.634,1.27720001849049e-67,"Macrophage","TMEM164"
"CASC15.1",6.00143059850632e-70,-1.05435130299353,0.793,0.586,1.20028611970126e-66,"Macrophage","CASC15"
"LINC00276.1",6.88662500414062e-70,-0.0799662518914191,0.249,0.396,1.37732500082812e-66,"Macrophage","LINC00276"
"LRRC9.1",9.64758296188936e-70,-0.0704950831091784,0.218,0.265,1.92951659237787e-66,"Macrophage","LRRC9"
"LINC02398.1",1.06106976166888e-69,-0.0933505082144587,0.182,0.432,2.12213952333775e-66,"Macrophage","LINC02398"
"CAMK4.1",1.39706831819735e-69,-0.667173385683,0.48,0.306,2.79413663639471e-66,"Macrophage","CAMK4"
"RPL35A.1",1.53667315920804e-69,-0.243005184458533,0.327,0.475,3.07334631841608e-66,"Macrophage","RPL35A"
"ADGRD1.1",3.28301141759907e-69,-1.17770934974122,0.891,0.678,6.56602283519813e-66,"Macrophage","ADGRD1"
"SYN2.1",9.70841472930011e-69,-0.360543763350524,0.701,0.606,1.94168294586002e-65,"Macrophage","SYN2"
"AL358053.1.1",1.04787595732501e-68,-0.109255070367068,0.262,0.226,2.09575191465003e-65,"Macrophage","AL358053.1"
"ZNF365.1",1.08346456691116e-68,-0.0473038055355132,0.229,0.426,2.16692913382231e-65,"Macrophage","ZNF365"
"LINC00840.1",1.17978645708422e-68,-0.0444863869444496,0.023,0.188,2.35957291416845e-65,"Macrophage","LINC00840"
"TSHR.1",1.40836870977434e-68,0.333034972254809,0.301,0.318,2.81673741954868e-65,"Macrophage","TSHR"
"AC104827.1.1",2.11910311003528e-68,-0.3370726170072,0.374,0.339,4.23820622007057e-65,"Macrophage","AC104827.1"
"KIT.1",2.84519605914098e-68,-0.254783330133042,0.19,0.367,5.69039211828195e-65,"Macrophage","KIT"
"ELMOD3.1",3.24360399367778e-68,-0.999911729602476,0.408,0.473,6.48720798735555e-65,"Macrophage","ELMOD3"
"KCNIP2-AS1.1",4.27341631785189e-68,-1.03344640484678,0.42,0.496,8.54683263570379e-65,"Macrophage","KCNIP2-AS1"
"AL512634.1.1",8.41071804079402e-68,-0.00775897807959589,0.096,0.332,1.6821436081588e-64,"Macrophage","AL512634.1"
"SLC5A4-AS1.1",1.22470040997385e-67,-0.0458562651502669,0.214,0.346,2.44940081994769e-64,"Macrophage","SLC5A4-AS1"
"WARS.1",1.57375683582728e-67,-0.179673297865151,0.602,0.384,3.14751367165456e-64,"Macrophage","WARS"
"FABP4.1",1.62396831397196e-67,-0.81612223991178,0.638,0.56,3.24793662794392e-64,"Macrophage","FABP4"
"LINC01725.1",1.84542072806349e-67,-0.579777130408355,0.659,0.556,3.69084145612698e-64,"Macrophage","LINC01725"
"ANK2.1",4.44527728958416e-67,-0.207474373473808,0.865,0.684,8.89055457916832e-64,"Macrophage","ANK2"
"PWRN1.1",8.23625587419408e-67,-0.103903598597721,0.275,0.406,1.64725117483882e-63,"Macrophage","PWRN1"
"AC004704.1.1",1.10922037527378e-66,0.0369361578060803,0.406,0.263,2.21844075054756e-63,"Macrophage","AC004704.1"
"C5AR2.1",3.76770884755093e-66,0.715457052239365,0.546,0.33,7.53541769510187e-63,"Macrophage","C5AR2"
"AJ009632.2.1",4.98049126952262e-66,-0.0533741555552942,0.313,0.347,9.96098253904524e-63,"Macrophage","AJ009632.2"
"AC099560.1.1",1.47191203243925e-65,0.208264579997701,0.51,0.27,2.94382406487849e-62,"Macrophage","AC099560.1"
"LCP1.1",1.49377159446963e-65,0.312266382948724,0.378,0.287,2.98754318893926e-62,"Macrophage","LCP1"
"AC110992.1.1",2.65321196929312e-65,-0.0891484162697578,0.347,0.472,5.30642393858623e-62,"Macrophage","AC110992.1"
"ADAMTS16.1",2.73077445825225e-65,-0.438530130809991,0.507,0.379,5.46154891650449e-62,"Macrophage","ADAMTS16"
"CNKSR3.1",2.79143125855282e-65,-0.604603392828304,0.556,0.535,5.58286251710563e-62,"Macrophage","CNKSR3"
"AC126121.3.1",4.35642588087684e-65,-0.206076151501238,0.142,0.353,8.71285176175369e-62,"Macrophage","AC126121.3"
"JAKMIP2.1",7.33357344110333e-65,-0.139785226789178,0.37,0.259,1.46671468822066e-61,"Macrophage","JAKMIP2"
